70
1	0.076
2	0.076
3	0.076
4	0.076
5	0.076
6	0.076
7	0.076
8	0.076
9	0.076
10	0.076
11	0.076
12	0.076
13	0.076
14	0.076
15	0.076
16	0.076
17	0.076
18	0.076
19	0.076
20	0.076
21	0.076
22	0.076
23	0.076
24	0.076
25	0.076
26	0.076
27	0.076
28	0.076
29	0.076
30	0.076
31	0.076
32	0.076
33	0.076
34	0.076
35	0.076
36	0.076
37	0.076
38	0.076
39	0.076
40	0.076
41	0.076
42	0.076
43	0.076
44	0.076
45	0.076
46	0.076
47	0.076
48	0.076
49	0.076
50	0.076
51	0.076
52	0.076
53	0.076
54	0.076
55	0.076
56	0.076
57	0.076
58	0.076
59	0.076
60	0.076
61	0.076
62	0.076
63	0.076
64	0.076
65	0.076
66	0.076
67	0.076
68	0.076
69	0.076
70	0.076
